date,daily_kwh
2008-10-08,2.3692666666666664
2008-10-09,2.5315666666666665
2008-10-10,1.9818
2008-10-11,2.1279666666666666
2008-10-12,2.5753666666666666
2008-10-13,1.8294666666666666
2008-10-14,2.066866666666667
2008-10-15,2.6468
2008-10-16,1.9808333333333332
2008-10-17,2.4146666666666667
2008-10-18,2.9477333333333333
2008-10-19,2.5113666666666665
2008-10-20,2.0704333333333333
2008-10-21,2.6654
2008-10-22,2.124633333333333
2008-10-23,2.2805666666666666
2008-10-24,2.7909
2008-10-25,1.9135333333333333
2008-10-26,0.693
2008-10-27,0.6451666666666667
2008-10-28,1.7406666666666666
2008-10-29,2.0633333333333335
2008-10-30,1.3760666666666668
2008-10-31,1.6565666666666667
2008-11-01,1.0549
2008-11-02,1.1604333333333334
2008-11-03,1.0892666666666666
2008-11-04,2.037733333333333
2008-11-05,3.9488666666666665
2008-11-06,2.079466666666667
2008-11-07,2.1057
2008-11-08,2.2762333333333333
2008-11-09,3.2676
2008-11-10,2.6648
2008-11-11,3.112833333333333
2008-11-12,2.8617333333333335
2008-11-13,1.5436
2008-11-14,2.0326333333333335
2008-11-15,3.9563333333333333
2008-11-16,3.1082666666666667
2008-11-17,1.9581666666666666
2008-11-18,2.1999666666666666
2008-11-19,2.3781
2008-11-20,2.172633333333333
2008-11-21,2.1497333333333333
2008-11-22,2.2134666666666667
2008-11-23,4.227966666666667
2008-11-24,4.032566666666667
2008-11-25,3.4784333333333333
2008-11-26,1.9048333333333334
2008-11-27,3.077166666666667
2008-11-28,2.4521
2008-11-29,3.031633333333333
2008-11-30,3.114133333333333
2008-12-01,2.0501
2008-12-02,2.2737333333333334
2008-12-03,2.237433333333333
2008-12-04,2.2208
2008-12-05,2.6647666666666665
2008-12-06,3.1980333333333335
2008-12-07,3.1411333333333333
2008-12-08,2.4143333333333334
2008-12-09,2.5861666666666667
2008-12-10,2.692066666666667
2008-12-11,1.8481
2008-12-12,2.3032
2008-12-13,2.283
2008-12-14,2.5456333333333334
2008-12-15,2.3703333333333334
2008-12-16,2.3318666666666665
2008-12-17,2.7342333333333335
2008-12-18,2.2041333333333335
2008-12-19,2.4165
2008-12-20,2.915766666666667
2008-12-21,3.3169333333333335
2008-12-22,2.564633333333333
2008-12-23,2.2723
2008-12-24,1.6605
2008-12-25,1.3511666666666666
2008-12-26,1.5429
2008-12-27,3.7969666666666666
2008-12-28,2.037333333333333
2008-12-29,0.7043333333333334
2008-12-30,1.5167333333333333
2008-12-31,2.5319
2009-01-01,1.84
2009-01-02,2.9436333333333335
2009-01-03,2.468566666666667
2009-01-04,2.3977
2009-01-05,2.1484
2009-01-06,2.1938666666666666
2009-01-07,2.602333333333333
2009-01-08,2.107266666666667
2009-01-09,2.2968
2009-01-10,2.6814999999999998
2009-01-11,2.4513
2009-01-12,2.0549333333333335
2009-01-13,2.8009333333333335
2009-01-14,2.3599666666666668
2009-01-15,2.0144333333333333
2009-01-16,3.5604333333333336
2009-01-17,4.368833333333334
2009-01-18,4.061133333333333
2009-01-19,2.117
2009-01-20,2.2173666666666665
2009-01-21,2.2655666666666665
2009-01-22,1.6183333333333334
2009-01-23,2.439966666666667
2009-01-24,2.7452666666666667
2009-01-25,3.642
2009-01-26,2.145966666666667
2009-01-27,1.8291333333333333
2009-01-28,3.4401333333333333
2009-01-29,2.0224
2009-01-30,2.6202
2009-01-31,4.489566666666667
2009-02-01,2.2874666666666665
2009-02-02,1.9960666666666667
2009-02-03,2.3589666666666664
2009-02-04,3.1765666666666665
2009-02-05,2.1263666666666667
2009-02-06,2.6123666666666665
2009-02-07,4.031333333333333
2009-02-08,2.7750333333333335
2009-02-09,2.1635666666666666
2009-02-10,2.4002666666666665
2009-02-11,3.3992
2009-02-12,2.4938
2009-02-13,2.1594333333333333
2009-02-14,2.8802
2009-02-15,2.0830333333333333
2009-02-16,1.6641
2009-02-17,1.0246
2009-02-18,1.0569
2009-02-19,0.9378333333333333
2009-02-20,2.403566666666667
2009-02-21,1.6847666666666667
2009-02-22,2.925666666666667
2009-02-23,3.4601
2009-02-24,2.233433333333333
2009-02-25,1.4565666666666666
2009-02-26,1.5142333333333333
2009-02-27,2.6249333333333333
2009-02-28,2.1851
2009-03-01,3.1757
2009-03-02,1.9069333333333334
2009-03-03,2.3185
2009-03-04,2.3591333333333333
2009-03-05,1.8322
2009-03-06,2.3037
2009-03-07,2.2145
2009-03-08,3.0320333333333336
2009-03-09,2.0848666666666666
2009-03-10,2.3212
2009-03-11,2.9377666666666666
2009-03-12,2.4028
2009-03-13,1.8629
2009-03-14,2.7544666666666666
2009-03-15,2.5197333333333334
2009-03-16,1.6920333333333333
2009-03-17,2.5444666666666667
2009-03-18,1.9042000000000001
2009-03-19,1.5575666666666668
2009-03-20,1.8958333333333333
2009-03-21,2.4495666666666667
2009-03-22,2.1328666666666667
2009-03-23,1.6499
2009-03-24,2.1078666666666668
2009-03-25,2.3386
2009-03-26,1.5094333333333334
2009-03-27,2.1608666666666667
2009-03-28,2.9841
2009-03-29,2.7983666666666664
2009-03-30,1.9143999999999999
2009-03-31,2.2407
2009-04-01,2.0599333333333334
2009-04-02,2.1091
2009-04-03,1.7344
2009-04-04,2.6864333333333335
2009-04-05,1.8238999999999999
2009-04-06,1.8701666666666668
2009-04-07,1.8221
2009-04-08,1.9621666666666666
2009-04-09,2.4534
2009-04-10,2.3611666666666666
2009-04-11,3.2098666666666666
2009-04-12,2.688633333333333
2009-04-13,2.0028333333333332
2009-04-14,1.9402333333333333
2009-04-15,1.6436666666666666
2009-04-16,2.0262333333333333
2009-04-17,2.5337
2009-04-18,1.8954
2009-04-19,1.6386
2009-04-20,1.9044666666666668
2009-04-21,2.3454333333333333
2009-04-22,1.8232333333333333
2009-04-23,1.4470333333333334
2009-04-24,1.5441666666666667
2009-04-25,2.6816
2009-04-26,2.243866666666667
2009-04-27,1.6833333333333333
2009-04-28,2.1781333333333333
2009-04-29,2.147
2009-04-30,2.3809666666666667
2009-05-01,1.9893666666666667
2009-05-02,1.7346666666666666
2009-05-03,2.0330333333333335
2009-05-04,2.1571
2009-05-05,2.2028666666666665
2009-05-06,1.7378
2009-05-07,1.2785
2009-05-08,2.391166666666667
2009-05-09,1.6716666666666666
2009-05-10,2.428933333333333
2009-05-11,1.9236666666666666
2009-05-12,2.1464333333333334
2009-05-13,1.6403333333333334
2009-05-14,2.1016
2009-05-15,1.8402333333333334
2009-05-16,2.5881333333333334
2009-05-17,1.9847
2009-05-18,1.5777
2009-05-19,2.1708
2009-05-20,1.6134
2009-05-21,1.9858666666666667
2009-05-22,1.3536
2009-05-23,1.9939333333333333
2009-05-24,1.6622333333333332
2009-05-25,1.7483666666666666
2009-05-26,1.6859
2009-05-27,2.008366666666667
2009-05-28,1.5326
2009-05-29,1.6287666666666667
2009-05-30,2.1280666666666668
2009-05-31,1.1624666666666668
2009-06-01,1.8467333333333333
2009-06-02,1.392
2009-06-03,1.7787333333333333
2009-06-04,1.3213333333333332
2009-06-05,1.5278666666666667
2009-06-06,1.9065666666666667
2009-06-07,1.5634
2009-06-08,1.5271333333333335
2009-06-09,1.7331
2009-06-10,2.0917
2009-06-11,1.6532
2009-06-12,1.4509666666666667
2009-06-13,0.017766666666666667
2009-06-15,0.9881
2009-06-16,1.9922666666666666
2009-06-17,1.2930333333333333
2009-06-18,1.4909666666666668
2009-06-19,1.3596666666666666
2009-06-20,1.4282333333333332
2009-06-21,1.0845666666666667
2009-06-22,1.3737666666666666
2009-06-23,1.3892333333333333
2009-06-24,1.9842
2009-06-25,0.9571333333333334
2009-06-26,1.6877
2009-06-27,2.1916666666666664
2009-06-28,1.3692
2009-06-29,1.2393333333333334
2009-06-30,1.5306333333333333
2009-07-01,1.5403666666666667
2009-07-02,1.6371333333333333
2009-07-03,1.0589333333333333
2009-07-04,1.7072
2009-07-05,1.6766666666666667
2009-07-06,1.2386
2009-07-07,1.4406333333333334
2009-07-08,1.5407666666666666
2009-07-09,1.0945
2009-07-10,1.534
2009-07-11,1.3663333333333334
2009-07-12,0.6184333333333333
2009-07-13,0.6156
2009-07-14,1.2068
2009-07-15,0.8743
2009-07-16,0.7527
2009-07-17,0.9771
2009-07-18,1.2012666666666667
2009-07-19,1.5343
2009-07-20,0.863
2009-07-21,1.0764666666666667
2009-07-22,0.9089
2009-07-23,1.3568666666666667
2009-07-24,0.7410666666666667
2009-07-25,0.6977666666666666
2009-07-26,0.7089666666666666
2009-07-27,0.8389333333333333
2009-07-28,1.1274666666666666
2009-07-29,1.1333
2009-07-30,1.0043666666666666
2009-07-31,1.2652333333333334
2009-08-01,0.8767
